Kanal,Analiz Türü,Başlık,Title Structure,Keywords,Açıklama
psikologBeyhanBudak,latest,Kendini Tanımak İçin 4 Sağlam Soru,q&a,"kendini, tanımak, sağlam, soru",
psikologBeyhanBudak,latest,Mükemmel İnsanı Arıyorsan Bu Tuzağa Düşebilirsin,other,"mükemmel, arıyorsan, tuzağa, düşebilirsin",
psikologBeyhanBudak,latest,Birini Hayatına Alırken Sakın Bu 7  Şeyi Yapma,q&a,"birini, hayatına, alırken, sakın, şeyi, yapma","Hayatına birisini alırken, birisile arkadaş, dost veya sevgili olurken bu hataları yapma.

Abone Olmak İçin: https://goo.gl/sZvYO7

Zaman Damgaları:
-----------------
0:00 - Giriş
0:48 - Yalnızlık Korkusu
2:21 - Batık Maliyet Yanılgısı
3:10 - Sınırsız Alternatifler
4:17 - Heyecan Kovalamak
5:38 - Küçük Kusurları Göz Ardı Etmek
6:56 - Çekicilik Eksikliği
8:04 - ""Ödül İlişkisi"" Yanılgısı
-----------------

Video Konu Başlıkları
Kaygı ve Stresle Nasıl Baş Edersin: https://goo.gl/yz48JA
Motivasyon Videoları: https://goo.gl/aZRvQW
Kitap ve Film Önerileri: https://goo.gl/qxgXEc
Verimli Ders Çalışma ve Öğrenme Teknikleri: https://goo.gl/2LRkDr
Özgüven Geliştirme Videoları: https://goo.gl/Gg9pKN
Evlilik ve İlişki Sorunları: https://goo.gl/huVhjP

Beyhan Budak Sosyal Medya Hesapları
http://www.beyhanbudak.com.tr
https://instagram.com/beyhanbudak/
https://twitter.com/beyhanbudak
https://www.facebook.com/pskbeyhanbudak

ÖNEMLİ NOT:
Bu YouTube kanalındaki videolar bilgilendirme ve farkındalık amaçlı olarak hazırlanmıştır. Hiçbir şekilde tanı ve tedavi amaçlı kullanılamaz. Tanı ve tedavi gerektiren durumlar için lütfen hekimlere başvurunuz.

Videolarda yer alan vaka öyküleri gerçek vakalardan (bazen birkaç vakanın birleşimi)  esinlenilmiş kurgusal öykülerdir. Vaka öykülerinde hiçbir şekilde bir kişiye ait tanımlayıcı bir bilgi yer almamaktadır."
psikologBeyhanBudak,latest,Bu 20 Soru İle Gerçekte Kim Olduğunu Keşfet,q&a,"soru, gerçekte, kim, olduğunu, keşfet","Bu videoda kendini tanıman konusunda çok işine yarayacak 20 soruyu seninle paylaştım.

Abone Olmak İçin: https://goo.gl/sZvYO7

00:00:00 Giriş
00:01:21 Kendinizle ilgili en çok neyi seviyorsunuz?
00:01:44 Kendinizle ilgili sevmediğiniz şeyler nelerdir?
00:02:03 En çok neden korkuyorsunuz ve korkmasaydınız ne yapardınız?
00:02:40 Mevcut aktiviteleriniz ve amaçları nelerdir?
00:03:33 Başkalarında hangi özellikleri takdir ediyorsunuz?
00:04:14 Hayatınızda ne tür insanlar istiyorsunuz?
00:04:45 Sizi ne kızdırır?
00:05:30 Piyangoyu kazansaydınız ne yapardınız?
00:06:02 En çok neyi arzuluyorsunuz ve bu hayatınızı nasıl değiştirirdi?
00:06:12 Kötü alışkanlıklarınız neler ve neden değiştirmek istiyorsunuz?
00:06:39 Hiçbir şey değişmezse 5 yıl içinde nerede olacaksınız ve bu konuda ne hissediyorsunuz?
00:07:07 Geçmişe gidebilseydiniz neyi değiştirirdiniz ve neden?
00:07:30 Zor bir dönemde genç benliğinize ne söylerdiniz?
00:07:54 Geçmişteki benliğinize ne gibi tavsiyelerde bulunurdunuz?
00:08:26 Birisiyle ilk tanıştığınızda onu sevmenize veya sevmemenize ne sebep olur?
00:08:54 Kapanış

Video Konu Başlıkları
Kaygı ve Stresle Nasıl Baş Edersin: https://goo.gl/yz48JA
Motivasyon Videoları: https://goo.gl/aZRvQW
Kitap ve Film Önerileri: https://goo.gl/qxgXEc
Verimli Ders Çalışma ve Öğrenme Teknikleri: https://goo.gl/2LRkDr
Özgüven Geliştirme Videoları: https://goo.gl/Gg9pKN
Evlilik ve İlişki Sorunları: https://goo.gl/huVhjP

Beyhan Budak Sosyal Medya Hesapları
http://www.beyhanbudak.com.tr
https://instagram.com/beyhanbudak/
https://twitter.com/beyhanbudak
https://www.facebook.com/pskbeyhanbudak

ÖNEMLİ NOT:
Bu YouTube kanalındaki videolar bilgilendirme ve farkındalık amaçlı olarak hazırlanmıştır. Hiçbir şekilde tanı ve tedavi amaçlı kullanılamaz. Tanı ve tedavi gerektiren durumlar için lütfen hekimlere başvurunuz.

Videolarda yer alan vaka öyküleri gerçek vakalardan (bazen birkaç vakanın birleşimi)  esinlenilmiş kurgusal öykülerdir. Vaka öykülerinde hiçbir şekilde bir kişiye ait tanımlayıcı bir bilgi yer almamaktadır."
psikologBeyhanBudak,latest,"Diplomatik İletişim Teknikleri: Tartışmadan, Öfkelenmeden Kazanmak",q&a,"diplomatik, teknikleri, tartışmadan, öfkelenmeden, kazanmak","Bu videoda öfkelenmeden istediğin konuda karşı tarafı nasıl ikna edebileceğini, nasıl iletişim kurabileceğini anlatıyorum.

Abone Olmak İçin: https://goo.gl/sZvYO7
İşte istediğin formattaki zaman damgaları:

Zaman Damgaları:
‐--------------
0:00:00 - Giriş
0:01:07 - Diplomatik iletişim
0:02:39 - Başkalarına değerli hissettirmek
0:03:35 - Zamanlama ve sunum
0:04:29 - İstekleri yönetme
0:05:21 - Duyguları kontrol etme
0:06:02 - Altta yatan ihtiyaçları anlama
0:07:16 - İkna etmede sabır
0:08:23 - Yapıcı eleştiri
0:09:12 - Faydaları vurgulama
0:10:11 - Küçümsemekten kaçınma
0:11:25 - Stratejik dürüstlük
0:12:36 - Soğukkanlılığı koruma
0:13:32 - Seçenekler sunma
0:14:20 - Kazan-kazan senaryoları
0:14:58 - Açıklık ve dürüstlük
‐--------------

Video Konu Başlıkları
Kaygı ve Stresle Nasıl Baş Edersin: https://goo.gl/yz48JA
Motivasyon Videoları: https://goo.gl/aZRvQW
Kitap ve Film Önerileri: https://goo.gl/qxgXEc
Verimli Ders Çalışma ve Öğrenme Teknikleri: https://goo.gl/2LRkDr
Özgüven Geliştirme Videoları: https://goo.gl/Gg9pKN
Evlilik ve İlişki Sorunları: https://goo.gl/huVhjP

Beyhan Budak Sosyal Medya Hesapları
http://www.beyhanbudak.com.tr
https://instagram.com/beyhanbudak/
https://twitter.com/beyhanbudak
https://www.facebook.com/pskbeyhanbudak

ÖNEMLİ NOT:
Bu YouTube kanalındaki videolar bilgilendirme ve farkındalık amaçlı olarak hazırlanmıştır. Hiçbir şekilde tanı ve tedavi amaçlı kullanılamaz. Tanı ve tedavi gerektiren durumlar için lütfen hekimlere başvurunuz.

Videolarda yer alan vaka öyküleri gerçek vakalardan (bazen birkaç vakanın birleşimi)  esinlenilmiş kurgusal öykülerdir. Vaka öykülerinde hiçbir şekilde bir kişiye ait tanımlayıcı bir bilgi yer almamaktadır."
psikologBeyhanBudak,latest,İyi Niyetli Değil Saf Olduğunu Gösteren 7 Şey,contrast,"niyetli, değil, saf, olduğunu, gösteren, şey","Dünya bir kurtlar sofrası. Ancak böyle acımasız bir dünyada hala çok iyi niyetli ve fazlaca saf olan insanlar var. Bu videoda bu insanların özelliklerini ve kendilerini nasıl koruyabileceklerini anlatıyorum.

Abone Olmak İçin: https://goo.gl/sZvYO7

Zaman Damgaları:
----------------------------------
0:00 Giriş
0:27 Fazla şans vermek
1:42 Niyet okumak
1:58 Sırlarını erkenden açığa çıkarma
2:37 İltifatlara şüpheyle yaklaşmak
3:25 Herkesin sizin gibi düşündüğünü varsaymak
4:14 Hayır diyememek
5:04 Kırmızı bayrakları görmezden gelmek
6:09 Zor konuşmalardan kaçınmak
6:54 Bırakma korkusu
7:21 Gözlemci olmak
7:39 İyi bir hafızaya sahip olmak
7:59 Acele etmemek
8:07 Yüzleşme
8:27 Kendini korumayı öğrenmek
8:44 Kapanış
----------------------------------

Video Konu Başlıkları
Kaygı ve Stresle Nasıl Baş Edersin: https://goo.gl/yz48JA
Motivasyon Videoları: https://goo.gl/aZRvQW
Kitap ve Film Önerileri: https://goo.gl/qxgXEc
Verimli Ders Çalışma ve Öğrenme Teknikleri: https://goo.gl/2LRkDr
Özgüven Geliştirme Videoları: https://goo.gl/Gg9pKN
Evlilik ve İlişki Sorunları: https://goo.gl/huVhjP

Beyhan Budak Sosyal Medya Hesapları
http://www.beyhanbudak.com.tr
https://instagram.com/beyhanbudak/
https://twitter.com/beyhanbudak
https://www.facebook.com/pskbeyhanbudak

ÖNEMLİ NOT:
Bu YouTube kanalındaki videolar bilgilendirme ve farkındalık amaçlı olarak hazırlanmıştır. Hiçbir şekilde tanı ve tedavi amaçlı kullanılamaz. Tanı ve tedavi gerektiren durumlar için lütfen hekimlere başvurunuz.

Videolarda yer alan vaka öyküleri gerçek vakalardan (bazen birkaç vakanın birleşimi)  esinlenilmiş kurgusal öykülerdir. Vaka öykülerinde hiçbir şekilde bir kişiye ait tanımlayıcı bir bilgi yer almamaktadır."
psikologBeyhanBudak,latest,Överken Aşağılayan İnsanlar: Küçümseyici İltifatlarla Baş Etmek,q&a,"överken, aşağılayan, küçümseyici, baş, etmek","Bazı insanlar, olumlu ve övgü dolu ifadeler kullanıyormuş gibi görünür ama arka planında ciddi bir manipülasyon vardır. Bu videoda küçümseyici iltifatlardan ve kendini nasıl koruyabileceğinden bahsediyorum.

Abone Olmak İçin: https://goo.gl/sZvYO7

Zaman Damgaları:
-----------------
0:00 - Giriş 
0:24 - Küçümseyici İltifatlar Nedir? 
1:07 - İnsanlar Neden Böyle Şeyler Yapar? 
2:00 - Örnekler 
5:53 - Kötü Niyet 
7:24 - Kendini Savunma Yolları 
10:00 - Rahatsız Olduğunu Söylemek 
10:29 - Kapanış
-----------------

Video Konu Başlıkları
Kaygı ve Stresle Nasıl Baş Edersin: https://goo.gl/yz48JA
Motivasyon Videoları: https://goo.gl/aZRvQW
Kitap ve Film Önerileri: https://goo.gl/qxgXEc
Verimli Ders Çalışma ve Öğrenme Teknikleri: https://goo.gl/2LRkDr
Özgüven Geliştirme Videoları: https://goo.gl/Gg9pKN
Evlilik ve İlişki Sorunları: https://goo.gl/huVhjP

Beyhan Budak Sosyal Medya Hesapları
http://www.beyhanbudak.com.tr
https://instagram.com/beyhanbudak/
https://twitter.com/beyhanbudak
https://www.facebook.com/pskbeyhanbudak

ÖNEMLİ NOT:
Bu YouTube kanalındaki videolar bilgilendirme ve farkındalık amaçlı olarak hazırlanmıştır. Hiçbir şekilde tanı ve tedavi amaçlı kullanılamaz. Tanı ve tedavi gerektiren durumlar için lütfen hekimlere başvurunuz.

Videolarda yer alan vaka öyküleri gerçek vakalardan (bazen birkaç vakanın birleşimi)  esinlenilmiş kurgusal öykülerdir. Vaka öykülerinde hiçbir şekilde bir kişiye ait tanımlayıcı bir bilgi yer almamaktadır."
AliAbdaal,top,"If I Wanted to Make $10,000 as a Student, I'd Do This",guest,"i, if, wanted, make, student, do","Use the promo code ALI to get a free share worth up to £100 or visit https://www.trading212.com/promocodes/ALI

This video does not represent financial advice, and I am not a financial advisor. When investing, your capital is at risk. Investments can rise and fall and you may get back less than you invested. Past performance is no guarantee of future results. Free shares can be fractional. *Terms and fees apply - https://www.trading212.com/terms/invest. 

MY PRODUCTIVITY APPS
👻 VoicePal: AI Writing App (iOS/Android) - Download for Free → https://go.aliabdaal.com/voicepal/ytd 

MY BOOK
📕 My New York Times bestselling book Feel-Good Productivity (2,000+ 5-star reviews) https://go.feelgoodproductivity.com/a...

MY COURSES
🧠 My Productivity System: LifeOS → https://go.aliabdaal.com/lifeos/ytd
🤑 Grow / Monetise your YouTube Channel → https://go.aliabdaal.com/PTYA/yt

CONNECT WITH ME 
💌 Join LifeNotes, my weekly email where I share what I’m reading & learning: https://go.aliabdaal.com/lifenotes/yt
📸  Instagram: https://instagram.com/aliabdaal
👨‍💻  Linkedin: https://www.linkedin.com/in/ali-abdaal/
🌍  My website / blog: https://www.aliabdaal.com/

------------

I know lots of students who wish they had a bit more money, so here's my advice on how I'd make $10k if I was a student again! Enjoy x

⌚️ TIMESTAMPS
0:00 - How $10k change my life
1:45 - How to make the first $10k
4:05 - Finding your high income skill
8:29 - How to increase your prices
12:42 - Final thoughts"
AliAbdaal,top,I Got Married and Moved to Hong Kong! (Life Update),guest,"i, got, married, moved, hong, kong, life, update","Join my next 3-week LIVE cohort running from Jan 13th to Feb 2nd for a more productive year! https://go.aliabdaal.com/lifeupdate-lifeos

MY PRODUCTIVITY APPS
👻 VoicePal: AI Writing App (iOS/Android) - Download for Free → https://go.aliabdaal.com/voicepal/ytd 

MY BOOK
📕 My New York Times bestselling book Feel-Good Productivity (2,000+ 5-star reviews) https://go.feelgoodproductivity.com/a...

MY COURSES
🧠 My Productivity System: LifeOS → https://go.aliabdaal.com/lifeos/ytd
🤑 Grow / Monetise your YouTube Channel → https://go.aliabdaal.com/PTYA/yt

CONNECT WITH ME 
💌 Join LifeNotes, my weekly email where I share what I’m reading & learning: https://go.aliabdaal.com/lifenotes/yt
📸  Instagram: https://instagram.com/aliabdaal
👨‍💻  Linkedin: https://www.linkedin.com/in/ali-abdaal/
🌍  My website / blog: https://www.aliabdaal.com/

------------
Thanks for watching gang. If you're interested in hearing more about what I'm learning and reading each week, join LifeNotes here: https://go.aliabdaal.com/lifenotes/yt

Shoutout to Forever Curious for the wedding videography: https://forevercuriousfilms.com/ 
And shoutout to Camilla Joy Photography for the wedding pics: https://camillajoy.co.uk/ 

🔗 OTHER LINKS MENTIONED IN THIS VIDEO 
VoicePal, a Ghostwriter in Your Pocket: https://go.aliabdaal.com/voicepal/yt
Olly Richards's YouTube channel: https://www.youtube.com/@realollyrichards

⌚️Timestamps:
0:00 - Introduction
0:24 - Life Update
12:38 - Business Update
19:06 - Life Reflections"
AliAbdaal,top,You're Destroying Your Mind - How to Control Dopamine,guest,"destroying, mind, control, dopamine","Check out Rize using this link: https://rize.io/u/aliabdaal or use the code ALIABDAAL to get 25% off your first 3 months

MY PRODUCTIVITY APPS
👻 VoicePal: AI Writing App (iOS/Android) - Download for Free → https://go.aliabdaal.com/voicepal/ytd 

MY BOOK
📕 My New York Times bestselling book Feel-Good Productivity (2,000+ 5-star reviews) https://go.feelgoodproductivity.com/a...

MY COURSES
🧠 My Productivity System: LifeOS → https://go.aliabdaal.com/lifeos/ytd
🤑 Grow / Monetise your YouTube Channel → https://go.aliabdaal.com/PTYA/yt

CONNECT WITH ME 
💌 Join LifeNotes, my weekly email where I share what I’m reading & learning: https://go.aliabdaal.com/lifenotes/yt
📸  Instagram: https://instagram.com/aliabdaal
👨‍💻  Linkedin: https://www.linkedin.com/in/ali-abdaal/
🌍  My website / blog: https://www.aliabdaal.com/

------------
Dopamine has been something I've wanted to learn more about for a few years, so in this video I share everything I learned from a recent deep dive into the topic. Hopefully it'll help you better manage your dopamine to be both happier and more productive. Enjoy!

🔗 LINKS:
- Sign up to my free 7 day focus crash course here: https://aliabdaal.com/7-day-focus-crash-course/?utm_campaign=7%20Day%20Focus%20Sequence&utm_source=youtube&utm_medium=social&utm_term=Long%20MC&utm_content=Long%20MC%20-%20Dopamine%20Video%20%28Focus%20LM%29
- Screen blocking app Opal: https://go.aliabdaal.com/opal
- If you want to double your productivity join Productivity Lab here! https://www.productivitylab.com/?utm_campaign=Productivity%20Lab%20Waitlist&utm_source=youtube&utm_medium=social&utm_term=Long%20MC&utm_content=Long%20MC%20-%20Dopamine%20Video%20%28PL%20Sales%20Page%29
- Check out my New York Times Bestselling book Feel-Good Productivity: https://go.feelgoodproductivity.com/dopvid
- If you've read the book, share your thoughts here: https://aliabdaal.com/fgp-rating/
- Free Weekly Productivity Insights: https://aliabdaal.com/sunday

Important References:
- Dopamine Nation: https://geni.us/6PR1Hgl
- Dopamine in Health and Disease (2021): https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7911410/
- Dopamine in Reward-Prediction Error (2016): https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5549862/
- The Definitive Guide to Dopamine Fasting 2.0 - The Hot Silicon Valley Trend (2019): https://www.linkedin.com/pulse/dopamine-fasting-new-silicon-valley-trend-dr-cameron-sepah/
- The Tonic-Phasic Model (2000): https://onlinelibrary.wiley.com/doi/pdf/10.1046/j.1360-0443.95.8s2.1.x
- The Tonic-Phasic Model (2004): https://www.nature.com/articles/1300542#ref-CR42
- Dopamine Neurone Firing (2007): http://behavioralhealth2000.com/wp-content/uploads/2017/11/Regulation-of-firing-of-dopaminergic-neurons-and-control-of-goal-directed-behaviors.pdf
- Dopamine and cocaine addiction (2003): https://pubmed.ncbi.nlm.nih.gov/12687000/
- Dopamine and alcohol addiction (2020): https://www.sciencedirect.com/science/article/pii/S2589004220300614#bib31
- Dr Anna Lembke and Dopamine Nation (2023): https://www.youtube.com/watch?v=n2u8Z1HeKD8

⌚️TIMESTAMPS
0:00 - Why are we talking about dopamine?
1:28 - Part 1: What is dopamine?
8:01 - Part 2: How to control your dopamine
11:49 - Part 3: 4 strategies for controlling your dopamine"
AliAbdaal,top,My honest advice to someone who feels behind in life,guest,"honest, advice, someone, who, feels, behind, life","The first 500 people to use my link will receive a one month free trial of Skillshare: https://skl.sh/aliabdaal05241

MY PRODUCTIVITY APPS
👻 VoicePal: AI Writing App (iOS/Android) - Download for Free → https://go.aliabdaal.com/voicepal/ytd 

MY BOOK
📕 My New York Times bestselling book Feel-Good Productivity (2,000+ 5-star reviews) https://go.feelgoodproductivity.com/a...

MY COURSES
🧠 My Productivity System: LifeOS → https://go.aliabdaal.com/lifeos/ytd
🤑 Grow / Monetise your YouTube Channel → https://go.aliabdaal.com/PTYA/yt

CONNECT WITH ME 
💌 Join LifeNotes, my weekly email where I share what I’m reading & learning: https://go.aliabdaal.com/lifenotes/yt
📸  Instagram: https://instagram.com/aliabdaal
👨‍💻  Linkedin: https://www.linkedin.com/in/ali-abdaal/
🌍  My website / blog: https://www.aliabdaal.com/

------------
Recently a friend came to me asking for some help about feeling behind in life, and in this video I share the conversation we had and how I helped them think about it. I hope you find it useful! Enjoy x

🔗 LINKS:
- Get the best 20 lessons I learned in my 20s here: https://aliabdaal.com/20-lessons/?utm_campaign=20%20Lessons%20I%20Learned%20In%20My%2020s&utm_source=youtube&utm_medium=social&utm_term=Long%20MC&utm_content=Long%20MC%20-%20Honest%20Advice%20Behind%20%2820%20Lessons%20LM%29
- Check out Opal here: https://go.aliabdaal.com/opal
- If you want to double your productivity join Productivity Lab here! https://www.productivitylab.com/?utm_campaign=Productivity%20Lab%20Waitlist&utm_source=youtube&utm_medium=social&utm_term=Long%20MC&utm_content=Long%20MC%20-%20Honest%20Advice%20Behind%20%28PL%20Sales%20Page%29
- Check out my New York Times Bestselling book Feel-Good Productivity: https://go.feelgoodproductivity.com/behindvid
- If you've read the book, share your thoughts here: https://aliabdaal.com/fgp-rating/
- Sign up to my weekly newsletter here: https://go.aliabdaal.com/behindvid

⌚️TIMESTAMPS:
0:00 - Introduction
01:18 - The Ideal Day
07:25 - The Ideal Week
10:39 - Start Where Your Are.
14:19 - Action Steps"
AliAbdaal,top,How To Slow Down Time - The Holiday Paradox,question,"slow, down, time, holiday, paradox","Head over to Brilliant for a 30 day free trial and 20% off the premium subscription: https://brilliant.org/AliAbdaal/ 😃

🧠 Want to double your productivity? Join Productivity Lab, my online community of ambitious entrepreneurs, creators and professionals: https://go.aliabdaal.com/ProductivityLab/yt 

✍️ Check out my Journalling Hub to help you capture more of your life here: https://go.aliabdaal.com/journalling-prompts/yt

📕 Check out my New York Times bestselling book Feel-Good Productivity: https://go.feelgoodproductivity.com/amazon/yt

💌 Join LifeNotes, my weekly email where I share what I’m reading & learning: https://go.aliabdaal.com/lifenotes/yt

🚀 Want to grow and monetise a YouTube Channel that changes your life? Check out Part-Time YouTuber Academy, my online course and community for creators: https://go.aliabdaal.com/PTYA/yt

🍿 WATCH NEXT
How to Design Your Dream Life (in 7 Minutes): https://www.youtube.com/watch?v=iuHuxX22OOQ
How to guarantee you'll regret your life: https://www.youtube.com/watch?v=kxBs0Vr1aJ0
7 Life Lessons I Know at 30 But Wish I Knew at 20: https://www.youtube.com/watch?v=B4U7vNtXBTI
How to Change Your Life by Journalling: https://www.youtube.com/watch?v=E8vwGLMTx5I

🔗 REFERENCES
Skydivers - https://www.sciencedirect.com/science/article/abs/pii/S0005796706001227?via%3Dihub
Age and time perception - https://pubmed.ncbi.nlm.nih.gov/16512313/
Time is memory - https://www.youtube.com/watch?v=zUqs3y9ucaU
Routine and time perception - https://pluto.huji.ac.il/~msiritov/AvniBabadRitov.pdf
Writing and working memory - https://pubmed.ncbi.nlm.nih.gov/11561925/
Handwriting and brain connectivity - https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10853352/
Meditation and time perception - https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2014.01586/full#B58

By the way, you can watch this video in a few other languages by changing the audio settings xx

Dubbed by ElevenLabs, try their product here: https://elevenlabs.io/ali_abdaal

MY OTHER CHANNELS
🎬 My Vlog Channel: https://www.youtube.com/@AliAbdaalVlog 
🎙 My podcast Deep Dive: https://www.youtube.com/c/DeepDivewithAliAbdaal/

MY OTHER SOCIALS
📸  Instagram: https://instagram.com/aliabdaal
🐦  Twitter: https://twitter.com/aliabdaal
👨‍💻  Linkedin: https://www.linkedin.com/in/ali-abdaal/
📱  TikTok: https://www.tiktok.com/@aliabdaal
🎥  Facebook: https://www.facebook.com/aliabdaal/

🌍  My website / blog: https://www.aliabdaal.com/

WHO AM I?
If we haven’t met before - Hey 👋 I’m Ali, a doctor-turned-entrepreneur and I’ve somehow become the world’s most followed productivity expert. Through my videos here on this channel, my podcast and my writing, I share evidence-based strategies and tools to help you be more productive and build a life you love.

⌚️Timestamps:
0:00 - Why I'm making this video
1:10 - Time Distortions
5:05 - The Holiday Paradox
7:55 - How to slow down time"
AliAbdaal,top,How To Slow Down Time - The Holiday Paradox,question,"slow, down, time, holiday, paradox","Head over to Brilliant for a 30 day free trial and 20% off the premium subscription: https://brilliant.org/AliAbdaal/ 😃

🧠 Want to double your productivity? Join Productivity Lab, my online community of ambitious entrepreneurs, creators and professionals: https://go.aliabdaal.com/ProductivityLab/yt 

✍️ Check out my Journalling Hub to help you capture more of your life here: https://go.aliabdaal.com/journalling-prompts/yt

📕 Check out my New York Times bestselling book Feel-Good Productivity: https://go.feelgoodproductivity.com/amazon/yt

💌 Join LifeNotes, my weekly email where I share what I’m reading & learning: https://go.aliabdaal.com/lifenotes/yt

🚀 Want to grow and monetise a YouTube Channel that changes your life? Check out Part-Time YouTuber Academy, my online course and community for creators: https://go.aliabdaal.com/PTYA/yt

🍿 WATCH NEXT
How to Design Your Dream Life (in 7 Minutes): https://www.youtube.com/watch?v=iuHuxX22OOQ
How to guarantee you'll regret your life: https://www.youtube.com/watch?v=kxBs0Vr1aJ0
7 Life Lessons I Know at 30 But Wish I Knew at 20: https://www.youtube.com/watch?v=B4U7vNtXBTI
How to Change Your Life by Journalling: https://www.youtube.com/watch?v=E8vwGLMTx5I

🔗 REFERENCES
Skydivers - https://www.sciencedirect.com/science/article/abs/pii/S0005796706001227?via%3Dihub
Age and time perception - https://pubmed.ncbi.nlm.nih.gov/16512313/
Time is memory - https://www.youtube.com/watch?v=zUqs3y9ucaU
Routine and time perception - https://pluto.huji.ac.il/~msiritov/AvniBabadRitov.pdf
Writing and working memory - https://pubmed.ncbi.nlm.nih.gov/11561925/
Handwriting and brain connectivity - https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10853352/
Meditation and time perception - https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2014.01586/full#B58

By the way, you can watch this video in a few other languages by changing the audio settings xx

Dubbed by ElevenLabs, try their product here: https://elevenlabs.io/ali_abdaal

MY OTHER CHANNELS
🎬 My Vlog Channel: https://www.youtube.com/@AliAbdaalVlog 
🎙 My podcast Deep Dive: https://www.youtube.com/c/DeepDivewithAliAbdaal/

MY OTHER SOCIALS
📸  Instagram: https://instagram.com/aliabdaal
🐦  Twitter: https://twitter.com/aliabdaal
👨‍💻  Linkedin: https://www.linkedin.com/in/ali-abdaal/
📱  TikTok: https://www.tiktok.com/@aliabdaal
🎥  Facebook: https://www.facebook.com/aliabdaal/

🌍  My website / blog: https://www.aliabdaal.com/

WHO AM I?
If we haven’t met before - Hey 👋 I’m Ali, a doctor-turned-entrepreneur and I’ve somehow become the world’s most followed productivity expert. Through my videos here on this channel, my podcast and my writing, I share evidence-based strategies and tools to help you be more productive and build a life you love.

⌚️Timestamps:
0:00 - Why I'm making this video
1:10 - Time Distortions
5:05 - The Holiday Paradox
7:55 - How to slow down time"
AliAbdaal,top,How to Start a YouTube Channel - Beginners Guide (2025),question,"start, youtube, channel, beginners, guide","Use the promo code ALI to get a free share worth up to £100 or visit: https://www.trading212.com/join/ALI

This video does not represent financial advice, and I am not a financial advisor. When investing, your capital is at risk. Investments can rise and fall and you may get back less than you invested. Past performance is no guarantee of future results. Free shares can be fractional. *Terms and fees apply - https://www.trading212.com/terms/invest.

Want to get started with YouTube? Join my free 7 day crash course: https://go.ptya.com/startyt2024cc/yt

Want to grow and monetise your YouTube Channel? Join my YouTube Academy: https://go.ptya.com/startyoutube2024/yt

Hey friends, recently I was interviewed by my friends over at Think Media, and I shared some thoughts on how to grow a youtube channel today. This video is the best clips from that interview, I hope you find it valuable! Enjoy xx


🍿 WATCH NEXT
If I Started a YouTube Channel in 2024, I'd Do This: https://www.youtube.com/watch?v=T2M9hSswlIs
If I Started YouTube with a Full Time Job, I'd Do This: https://www.youtube.com/watch?v=d2JPEDpMiw8
How to Grow a YouTube Channel from Nothing in 2024: https://www.youtube.com/watch?v=MZqCZ_KT-70

WHO AM I?
If we haven’t met before - Hey 👋 I’m Ali, a doctor-turned-entrepreneur and I’ve somehow become the world’s most followed productivity expert. Through my videos here on this channel, my podcast and my writing, I share evidence-based strategies and tools to help you be more productive and build a life you love.

⌚️Timestamps:
0:00 - Introduction
00:31 - My 3 Part Framework
04:49 - Consistency and Time Management
13:51 - The Process of Creating a Video
24:41 - What’s your niche?
27:22 - Why do some videos get 10k why do some get 500 views?
29:57 - My filming mantra
31:38 - How do you outsource your editing?
35:46 - How to find your style?
37:09 - Should you make longer videos?"
